"FK_Name"	"Table"	"Column"	"Referenced_Table"	"Referenced_Column"
"FK_VFO_00233"	"V_CAL_CONTACT"	"CAL_ID"	"V_CALENDAR"	"ID"
"FK_VFO_00234"	"V_CAL_CONTACT"	"CONTACT_ID"	"V_CONTACT"	"ID"
