"FK_Name"	"Table"	"Column"	"Referenced_Table"	"Referenced_Column"
"FK_VFO_00243"	"V_INV_LN_BINARY"	"INVOICE_ID"	"V_INVOICE_LINE"	"INVOICE_ID"
"FK_VFO_00243"	"V_INV_LN_BINARY"	"LINE_NO"	"V_INVOICE_LINE"	"LINE_NO"
