"FK_Name"	"Table"	"Column"	"Referenced_Table"	"Referenced_Column"
"FK_CSH_PLN_CAL"	"CASH_PLAN"	"FIN_CAL_ID"	"FINANCIAL_CALENDAR"	"ID"
