"FK_Name"	"Table"	"Column"	"Referenced_Table"	"Referenced_Column"
"FKEY9464"	"TRACE_PROFILE"	"DEF_LBL_FORMAT_ID"	"LABEL_FORMAT"	"ID"
"FKEY0239"	"TRACE_PROFILE"	"NUMBERING_ID"	"TRACE_NUMBERING"	"ID"
"FKEY0107"	"TRACE_PROFILE"	"PART_ID"	"PART_SITE"	"PART_ID"
"FK_TRACE_PROF_TO_SITE"	"TRACE_PROFILE"	"SITE_ID"	"SITE"	"ID"
"FKEY0107"	"TRACE_PROFILE"	"SITE_ID"	"PART_SITE"	"SITE_ID"
