"FK_Name"	"Table"	"Column"	"Referenced_Table"	"Referenced_Column"
"FK_VFO_00065"	"V_SRVCORD_LBR"	"SRVC_ORDER_ID"	"V_SRVC_ORDER"	"ID"
"FK_VFO_00030"	"V_SRVCORD_LBR"	"WORKORDER_BASE_ID"	"WORK_ORDER"	"BASE_ID"
"FK_VFO_00030"	"V_SRVCORD_LBR"	"WORKORDER_LOT_ID"	"WORK_ORDER"	"LOT_ID"
"FK_VFO_00030"	"V_SRVCORD_LBR"	"WORKORDER_SPLIT_ID"	"WORK_ORDER"	"SPLIT_ID"
"FK_VFO_00030"	"V_SRVCORD_LBR"	"WORKORDER_SUB_ID"	"WORK_ORDER"	"SUB_ID"
"FK_VFO_00030"	"V_SRVCORD_LBR"	"WORKORDER_TYPE"	"WORK_ORDER"	"TYPE"
