"FK_Name"	"Table"	"Column"	"Referenced_Table"	"Referenced_Column"
"FKEY9495"	"IBT_RECEIVER_LINE"	"RECEIVER_ID"	"IBT_RECEIVER"	"ID"
"FK_IBT_RECEIVER_LINE_00"	"IBT_RECEIVER_LINE"	"SHIPPER_ID"	"IBT_SHIPPER"	"SHIPPER_ID"
