"FK_Name"	"Table"	"Column"	"Referenced_Table"	"Referenced_Column"
"FKEY0242"	"TRACE_LABOR_TRANS"	"PART_ID"	"TRACE"	"PART_ID"
"FKEY0242"	"TRACE_LABOR_TRANS"	"TRACE_ID"	"TRACE"	"ID"
"FKEY0285"	"TRACE_LABOR_TRANS"	"TRANSACTION_ID"	"LABOR_TICKET"	"TRANSACTION_ID"
