"FK_Name"	"Table"	"Column"	"Referenced_Table"	"Referenced_Column"
"FK_PURC_REQ_LINE_02"	"PURC_REQ_LINE"	"GL_EXPENSE_ACCT_ID"	"ACCOUNT"	"ID"
"FK_PURC_REQ_LINE_01"	"PURC_REQ_LINE"	"PURC_REQ_ID"	"PURC_REQUISITION"	"ID"
"FK_PURC_REQ_LINE_00"	"PURC_REQ_LINE"	"PURCHASE_UM"	"UNITS"	"UNIT_OF_MEASURE"
