"FK_Name"	"Table"	"Column"	"Referenced_Table"	"Referenced_Column"
"FKEY_ITDT_IN"	"INV_TRANS_DIST_TRC"	"IN_TRANS_ID"	"INVENTORY_TRANS"	"TRANSACTION_ID"
"FKEY_ITDT_OUT"	"INV_TRANS_DIST_TRC"	"OUT_TRANS_ID"	"INVENTORY_TRANS"	"TRANSACTION_ID"
