"FK_Name"	"Table"	"Column"	"Referenced_Table"	"Referenced_Column"
"FKEY0126"	"CALENDAR_CHANGE"	"RESOURCE_ID"	"SHOP_RESOURCE"	"ID"
"FKEY0267"	"CALENDAR_CHANGE"	"SCHEDULE_ID"	"SCHEDULE"	"ID"
"FK_CAL_CHANGE_TO_SITE"	"CALENDAR_CHANGE"	"SITE_ID"	"SITE"	"ID"
