"TableName"	"ColumnName"	"ConstraintName"	"Definition"
"VR_ANALYTIC_CONFIG"	"CREATE_DATE"	"DF__VR_ANALYT__CREAT__2D1FF86D"	"NULL"
"VR_ANALYTIC_CONFIG"	"DEF_TOP_N"	"DF__VR_ANALYT__DEF_T__2A438BC2"	"NULL"
"VR_ANALYTIC_CONFIG"	"LEGEND_ALIGNMENT"	"DF__VR_ANALYT__LEGEN__294F6789"	"NULL"
"VR_ANALYTIC_CONFIG"	"LEGEND_POSITION"	"DF__VR_ANALYT__LEGEN__285B4350"	"NULL"
"VR_ANALYTIC_CONFIG"	"SCOPE_TYPE"	"DF__VR_ANALYT__SCOPE__22A269FA"	"NULL"
"VR_ANALYTIC_CONFIG"	"SHOW_LEGEND"	"DF__VR_ANALYT__SHOW___27671F17"	"NULL"
"VR_ANALYTIC_CONFIG"	"SHOW_SERIES_LABEL"	"DF__VR_ANALYT__SHOW___2B37AFFB"	"NULL"
"VR_ANALYTIC_CONFIG"	"SHOW_SERIES_TOOLTIP"	"DF__VR_ANALYT__SHOW___2C2BD434"	"NULL"
"VR_ANALYTIC_CONFIG"	"SHOW_X_AXIS_TITLE"	"DF__VR_ANALYT__SHOW___257ED6A5"	"NULL"
"VR_ANALYTIC_CONFIG"	"SHOW_Y_AXIS_TITLE"	"DF__VR_ANALYT__SHOW___2672FADE"	"NULL"
"VR_ANALYTIC_CONFIG"	"STATUS"	"DF__VR_ANALYT__STATU__23968E33"	"NULL"
"VR_ANALYTIC_CONFIG"	"VALUE_AGGR_TYPE"	"DF__VR_ANALYT__VALUE__248AB26C"	"NULL"
