"TableName"	"ColumnName"	"ConstraintName"	"Definition"
"V_SRVCORD_VNDR"	"ACT_AMOUNT"	"DF__V_SRVCORD__ACT_A__2E334CE0"	"NULL"
"V_SRVCORD_VNDR"	"BILL"	"DF__V_SRVCORD___BILL__27864F51"	"NULL"
"V_SRVCORD_VNDR"	"BUY_RATE"	"DF__V_SRVCORD__BUY_R__2F277119"	"NULL"
"V_SRVCORD_VNDR"	"COMMISSION_PERCENT"	"DF__V_SRVCORD__COMMI__287A738A"	"NULL"
"V_SRVCORD_VNDR"	"DISCOUNT_PERCENT"	"DF__V_SRVCORD__DISCO__2A62BBFC"	"NULL"
"V_SRVCORD_VNDR"	"EST_AMOUNT"	"DF__V_SRVCORD__EST_A__2B56E035"	"NULL"
"V_SRVCORD_VNDR"	"FIXED_MKUP"	"DF__V_SRVCORD__FIXED__2C4B046E"	"NULL"
"V_SRVCORD_VNDR"	"MKUP_PERCENT"	"DF__V_SRVCORD__MKUP___2D3F28A7"	"NULL"
"V_SRVCORD_VNDR"	"POSTING_CANDIDATE"	"DF__V_SRVCORD__POSTI__310FB98B"	"NULL"
"V_SRVCORD_VNDR"	"RECEIVED"	"DF__V_SRVCORD__RECEI__32F801FD"	"NULL"
"V_SRVCORD_VNDR"	"RECV_QTY"	"DF__V_SRVCORD__RECV___3203DDC4"	"NULL"
"V_SRVCORD_VNDR"	"SELL_RATE"	"DF__V_SRVCORD__SELL___301B9552"	"NULL"
"V_SRVCORD_VNDR"	"UNIT_COST"	"DF__V_SRVCORD__UNIT___296E97C3"	"NULL"
