"TableName"	"ColumnName"	"ConstraintName"	"Definition"
"PACKAGE_TYPE_SYNC"	"CREATE_DATE"	"DF__PACKAGE_T__CREAT__3124C824"	"NULL"
"PACKAGE_TYPE_SYNC"	"SUBSCRIPTIONS"	"DF__PACKAGE_T__SUBSC__3218EC5D"	"NULL"
