"TableName"	"ColumnName"	"ConstraintName"	"Definition"
"PART_SITE"	"BURDEN_PER_UNIT"	"DF__PART_SITE__BURDE__5562289A"	"NULL"
"PART_SITE"	"BURDEN_PERCENT"	"DF__PART_SITE__BURDE__546E0461"	"NULL"
"PART_SITE"	"CREATE_DATE"	"DF__PART_SITE__CREAT__1A6229B4"	"NULL"
"PART_SITE"	"FIXED_COST"	"DF__PART_SITE__FIXED__583E9545"	"NULL"
"PART_SITE"	"INTRASTAT_EXEMPT"	"DF__PART_SITE__INTRA__6780D8D5"	"NULL"
"PART_SITE"	"IS_RATE_BASED"	"DF__PART_SITE__IS_RA__2D74FE28"	"NULL"
"PART_SITE"	"NEW_BURDEN_COST"	"DF__PART_SITE__NEW_B__5C0F2629"	"NULL"
"PART_SITE"	"NEW_BURDEN_PERCENT"	"DF__PART_SITE__NEW_B__5DF76E9B"	"NULL"
"PART_SITE"	"NEW_BURDEN_PERUNIT"	"DF__PART_SITE__NEW_B__5EEB92D4"	"NULL"
"PART_SITE"	"NEW_FIXED_COST"	"DF__PART_SITE__NEW_F__60D3DB46"	"NULL"
"PART_SITE"	"NEW_LABOR_COST"	"DF__PART_SITE__NEW_L__5B1B01F0"	"NULL"
"PART_SITE"	"NEW_MATERIAL_COST"	"DF__PART_SITE__NEW_M__5A26DDB7"	"NULL"
"PART_SITE"	"NEW_SERVICE_COST"	"DF__PART_SITE__NEW_S__5D034A62"	"NULL"
"PART_SITE"	"PURC_BUR_PER_UNIT"	"DF__PART_SITE__PURC___5FDFB70D"	"NULL"
"PART_SITE"	"PURC_BUR_PERCENT"	"DF__PART_SITE__PURC___56564CD3"	"NULL"
"PART_SITE"	"QTY_AVAILABLE_ISS"	"DF__PART_SITE__QTY_A__62BC23B8"	"NULL"
"PART_SITE"	"QTY_AVAILABLE_MRP"	"DF__PART_SITE__QTY_A__63B047F1"	"NULL"
"PART_SITE"	"QTY_COMMITTED"	"DF__PART_SITE__QTY_C__668CB49C"	"NULL"
"PART_SITE"	"QTY_IN_DEMAND"	"DF__PART_SITE__QTY_I__65989063"	"NULL"
"PART_SITE"	"QTY_ON_HAND"	"DF__PART_SITE__QTY_O__61C7FF7F"	"NULL"
"PART_SITE"	"QTY_ON_ORDER"	"DF__PART_SITE__QTY_O__64A46C2A"	"NULL"
"PART_SITE"	"UNIT_BURDEN_COST"	"DF__PART_SITE__UNIT___574A710C"	"NULL"
"PART_SITE"	"UNIT_LABOR_COST"	"DF__PART_SITE__UNIT___5379E028"	"NULL"
"PART_SITE"	"UNIT_MATERIAL_COST"	"DF__PART_SITE__UNIT___5285BBEF"	"NULL"
"PART_SITE"	"UNIT_SERVICE_COST"	"DF__PART_SITE__UNIT___5932B97E"	"NULL"
