"TableName"	"ColumnName"	"ConstraintName"	"Definition"
"PURCHASE_ORDER"	"BACK_ORDER"	"DF__PURCHASE___BACK___609ED11C"	"NULL"
"PURCHASE_ORDER"	"CONSIGNMENT"	"DF__PURCHASE___CONSI__674BCEAB"	"NULL"
"PURCHASE_ORDER"	"CREATE_DATE"	"DF__PURCHASE___CREAT__6657AA72"	"NULL"
"PURCHASE_ORDER"	"EMAIL_EMPL_ON_CHG_ORDER"	"DF__PURCHASE___EMAIL__2A0E8198"	"NULL"
"PURCHASE_ORDER"	"EMAIL_EMPL_ON_INV_PAID"	"DF__PURCHASE___EMAIL__2BF6CA0A"	"NULL"
"PURCHASE_ORDER"	"EMAIL_EMPL_ON_NEW_ORDER"	"DF__PURCHASE___EMAIL__291A5D5F"	"NULL"
"PURCHASE_ORDER"	"EMAIL_EMPL_ON_PO_RECEIPT"	"DF__PURCHASE___EMAIL__2B02A5D1"	"NULL"
"PURCHASE_ORDER"	"EMAIL_NOTIFICATION"	"DF__PURCHASE___EMAIL__2455A842"	"NULL"
"PURCHASE_ORDER"	"EMAIL_VEND_ON_CHG_ORDER"	"DF__PURCHASE___EMAIL__273214ED"	"NULL"
"PURCHASE_ORDER"	"EMAIL_VEND_ON_NEW_ORDER"	"DF__PURCHASE___EMAIL__263DF0B4"	"NULL"
"PURCHASE_ORDER"	"EMAIL_VEND_ON_PO_RECEIPT"	"DF__PURCHASE___EMAIL__28263926"	"NULL"
"PURCHASE_ORDER"	"EXCH_RATE_FIXED"	"DF__PURCHASE___EXCH___65638639"	"NULL"
"PURCHASE_ORDER"	"MARKED_FOR_PURGE"	"DF__PURCHASE___MARKE__646F6200"	"NULL"
"PURCHASE_ORDER"	"ORDER_DATE"	"DF__PURCHASE___ORDER__5EB688AA"	"NULL"
"PURCHASE_ORDER"	"POSTING_CANDIDATE"	"DF__PURCHASE___POSTI__6192F555"	"NULL"
"PURCHASE_ORDER"	"STATUS"	"DF__PURCHASE___STATU__5FAAACE3"	"NULL"
"PURCHASE_ORDER"	"STATUS_EFF_DATE"	"DF__PURCHASE___STATU__683FF2E4"	"NULL"
"PURCHASE_ORDER"	"TOTAL_AMT_ORDERED"	"DF__PURCHASE___TOTAL__6287198E"	"NULL"
"PURCHASE_ORDER"	"TOTAL_AMT_RECVD"	"DF__PURCHASE___TOTAL__637B3DC7"	"NULL"
