"TableName"	"ColumnName"	"ConstraintName"	"Definition"
"ACCOUNT_BAL_SUM"	"CURRENCY_ID"	"DF__ACCOUNT_B__CURRE__133F5F82"	"NULL"
"ACCOUNT_BAL_SUM"	"FLAG"	"DF__ACCOUNT_BA__FLAG__124B3B49"	"NULL"
"ACCOUNT_BAL_SUM"	"N_CREDIT_AMOUNT"	"DF__ACCOUNT_B__N_CRE__0F6ECE9E"	"NULL"
"ACCOUNT_BAL_SUM"	"N_CREDIT_BUDGET"	"DF__ACCOUNT_B__N_CRE__11571710"	"NULL"
"ACCOUNT_BAL_SUM"	"N_DEBIT_AMOUNT"	"DF__ACCOUNT_B__N_DEB__0E7AAA65"	"NULL"
"ACCOUNT_BAL_SUM"	"N_DEBIT_BUDGET"	"DF__ACCOUNT_B__N_DEB__1062F2D7"	"NULL"
"ACCOUNT_BAL_SUM"	"O_CREDIT_AMOUNT"	"DF__ACCOUNT_B__O_CRE__0B9E3DBA"	"NULL"
"ACCOUNT_BAL_SUM"	"O_CREDIT_BUDGET"	"DF__ACCOUNT_B__O_CRE__0D86862C"	"NULL"
"ACCOUNT_BAL_SUM"	"O_DEBIT_AMOUNT"	"DF__ACCOUNT_B__O_DEB__0AAA1981"	"NULL"
"ACCOUNT_BAL_SUM"	"O_DEBIT_BUDGET"	"DF__ACCOUNT_B__O_DEB__0C9261F3"	"NULL"
