"TableName"	"ColumnName"	"ConstraintName"	"Definition"
"VR_DATA_SOURCE"	"CREATE_DATE"	"DF__VR_DATA_S__CREAT__1730B74E"	"NULL"
"VR_DATA_SOURCE"	"SCOPE_TYPE"	"DF__VR_DATA_S__SCOPE__14544AA3"	"NULL"
"VR_DATA_SOURCE"	"STATUS"	"DF__VR_DATA_S__STATU__163C9315"	"NULL"
"VR_DATA_SOURCE"	"USE_ANSI_92_JOIN"	"DF__VR_DATA_S__USE_A__15486EDC"	"NULL"
