"TableName"	"ColumnName"	"ConstraintName"	"Definition"
"PROCESS_TYPE_LINE"	"CREATE_DATE"	"DF__PROCESS_T__CREAT__609F9C73"	"NULL"
"PROCESS_TYPE_LINE"	"STANDARD_DAYS"	"DF__PROCESS_T__STAND__5FAB783A"	"NULL"
