"TableName"	"ColumnName"	"ConstraintName"	"Definition"
"SUPPLIER_PREFERENCES"	"CREATE_DATE"	"DF__SUPPLIER___CREAT__66A28E8C"	"NULL"
"SUPPLIER_PREFERENCES"	"LAST_MOD_DATE"	"DF__SUPPLIER___LAST___65AE6A53"	"NULL"
"SUPPLIER_PREFERENCES"	"NCM_QTY"	"DF__SUPPLIER___NCM_Q__62D1FDA8"	"NULL"
"SUPPLIER_PREFERENCES"	"OLDEST_PO_DATE"	"DF__SUPPLIER___OLDES__64BA461A"	"NULL"
"SUPPLIER_PREFERENCES"	"QTY_PERCENT"	"DF__SUPPLIER___QTY_P__63C621E1"	"NULL"
