"TableName"	"ColumnName"	"ConstraintName"	"Definition"
"WORK_ORDER"	"ACT_BURDEN_COST"	"DF__WORK_ORDE__ACT_B__77A23205"	"NULL"
"WORK_ORDER"	"ACT_LABOR_COST"	"DF__WORK_ORDE__ACT_L__76AE0DCC"	"NULL"
"WORK_ORDER"	"ACT_MATERIAL_COST"	"DF__WORK_ORDE__ACT_M__75B9E993"	"NULL"
"WORK_ORDER"	"ACT_SERVICE_COST"	"DF__WORK_ORDE__ACT_S__7896563E"	"NULL"
"WORK_ORDER"	"ALLOCATED_QTY"	"DF__WORK_ORDE__ALLOC__7E4F2F94"	"NULL"
"WORK_ORDER"	"ALLOW_UPD_FROM_LEG"	"DF__WORK_ORDE__ALLOW__021FC078"	"NULL"
"WORK_ORDER"	"ALLOW_UPD_FROM_MST"	"DF__WORK_ORDE__ALLOW__012B9C3F"	"NULL"
"WORK_ORDER"	"CREATE_DATE"	"DF__WORK_ORDE__CREAT__6F0CEC04"	"NULL"
"WORK_ORDER"	"CUSTOMER_PRIORITY"	"DF__WORK_ORDE__CUSTO__30716664"	"NULL"
"WORK_ORDER"	"EST_BURDEN_COST"	"DF__WORK_ORDE__EST_B__73D1A121"	"NULL"
"WORK_ORDER"	"EST_LABOR_COST"	"DF__WORK_ORDE__EST_L__72DD7CE8"	"NULL"
"WORK_ORDER"	"EST_MATERIAL_COST"	"DF__WORK_ORDE__EST_M__71E958AF"	"NULL"
"WORK_ORDER"	"EST_SERVICE_COST"	"DF__WORK_ORDE__EST_S__74C5C55A"	"NULL"
"WORK_ORDER"	"FORWARD_SCHEDULE"	"DF__WORK_ORDE__FORWA__7001103D"	"NULL"
"WORK_ORDER"	"FULFILLED_QTY"	"DF__WORK_ORDE__FULFI__7F4353CD"	"NULL"
"WORK_ORDER"	"INACTIVE"	"DF__WORK_ORDE__INACT__7E650984"	"NULL"
"WORK_ORDER"	"MARKED_FOR_PURGE"	"DF__WORK_ORDE__MARKE__7D5B0B5B"	"NULL"
"WORK_ORDER"	"MAX_QTY_COMPLETE"	"DF__WORK_ORDE__MAX_Q__2BACB147"	"NULL"
"WORK_ORDER"	"PERCENT_COMPL"	"DF__WORK_ORDE__PERCE__29C468D5"	"NULL"
"WORK_ORDER"	"POSTING_CANDIDATE"	"DF__WORK_ORDE__POSTI__70F53476"	"NULL"
"WORK_ORDER"	"QTY_COMPL_BY_HRS"	"DF__WORK_ORDE__QTY_C__2AB88D0E"	"NULL"
"WORK_ORDER"	"RECEIVED_QTY"	"DF__WORK_ORDE__RECEI__6E18C7CB"	"NULL"
"WORK_ORDER"	"REM_BURDEN_COST"	"DF__WORK_ORDE__REM_B__7B72C2E9"	"NULL"
"WORK_ORDER"	"REM_LABOR_COST"	"DF__WORK_ORDE__REM_L__7A7E9EB0"	"NULL"
"WORK_ORDER"	"REM_MATERIAL_COST"	"DF__WORK_ORDE__REM_M__798A7A77"	"NULL"
"WORK_ORDER"	"REM_SERVICE_COST"	"DF__WORK_ORDE__REM_S__7C66E722"	"NULL"
"WORK_ORDER"	"STATUS_EFF_DATE"	"DF__WORK_ORDE__STATU__00377806"	"NULL"
