"TableName"	"ColumnName"	"ConstraintName"	"Definition"
"PROJ_DIST_DETAIL"	"CURRENCY_ID"	"DF__PROJ_DIST__CURRE__2A42C06B"	"NULL"
"PROJ_DIST_DETAIL"	"SOURCE_LINE_NO"	"DF__PROJ_DIST__SOURC__294E9C32"	"NULL"
"PROJ_DIST_DETAIL"	"SOURCE_TRANS_ID"	"DF__PROJ_DIST__SOURC__285A77F9"	"NULL"
