"TableName"	"ColumnName"	"ConstraintName"	"Definition"
"SITE"	"ADD_LOC_ON_FLY"	"DF__SITE__ADD_LOC_ON__16C5D7A3"	"NULL"
"SITE"	"ALLOC_TO_LATER_DEM"	"DF__SITE__ALLOC_TO_L__17B9FBDC"	"NULL"
"SITE"	"AUTO_ISSUE_METHOD"	"DF__SITE__AUTO_ISSUE__7115FB5E"	"NULL"
"SITE"	"DEF_SHIPPER_STATUS"	"DF__SITE__DEF_SHIPPE__15D1B36A"	"NULL"
"SITE"	"FREE_WO_SHIP_BUF"	"DF__SITE__FREE_WO_SH__7B889CD9"	"NULL"
"SITE"	"MAX_QTY_COMPLETE"	"DF__SITE__MAX_QTY_CO__28D0449C"	"NULL"
"SITE"	"MRP_IN_PROCESS"	"DF__SITE__MRP_IN_PRO__348C100B"	"NULL"
"SITE"	"PERCENT_COMPL"	"DF__SITE__PERCENT_CO__26E7FC2A"	"NULL"
"SITE"	"PERIOD_TYPE"	"DF__SITE__PERIOD_TYP__7C7CC112"	"NULL"
"SITE"	"PERIODS_PER_YEAR"	"DF__SITE__PERIODS_PE__7D70E54B"	"NULL"
"SITE"	"PLM_ENABLED"	"DF__SITE__PLM_ENABLE__015684C8"	"NULL"
"SITE"	"QTY_COMPL_BY_HRS"	"DF__SITE__QTY_COMPL___27DC2063"	"NULL"
"SITE"	"VENDOR_EXCLUSION"	"DF__SITE__VENDOR_EXC__18AE2015"	"NULL"
