"TableName"	"ColumnName"	"ConstraintName"	"Definition"
"VENDOR"	"CURRENCY_ID"	"DF__VENDOR__CURRENCY__423A458D"	"NULL"
"VENDOR"	"EMAIL_EMPL_ON_CHG_ORDER"	"DF__VENDOR__EMAIL_EM__21793B97"	"NULL"
"VENDOR"	"EMAIL_EMPL_ON_INV_PAID"	"DF__VENDOR__EMAIL_EM__23618409"	"NULL"
"VENDOR"	"EMAIL_EMPL_ON_NEW_ORDER"	"DF__VENDOR__EMAIL_EM__2085175E"	"NULL"
"VENDOR"	"EMAIL_EMPL_ON_PO_RECEIPT"	"DF__VENDOR__EMAIL_EM__226D5FD0"	"NULL"
"VENDOR"	"EMAIL_VEND_ON_CHG_ORDER"	"DF__VENDOR__EMAIL_VE__1E9CCEEC"	"NULL"
"VENDOR"	"EMAIL_VEND_ON_NEW_ORDER"	"DF__VENDOR__EMAIL_VE__1DA8AAB3"	"NULL"
"VENDOR"	"EMAIL_VEND_ON_PO_RECEIPT"	"DF__VENDOR__EMAIL_VE__1F90F325"	"NULL"
"VENDOR"	"MATCH_TYPE"	"DF__VENDOR__MATCH_TY__432E69C6"	"NULL"
"VENDOR"	"PAYMENT_METHOD"	"DF__VENDOR__PAYMENT___44228DFF"	"NULL"
"VENDOR"	"REPORT_1099_MISC"	"DF__VENDOR__REPORT_1__3F5DD8E2"	"NULL"
"VENDOR"	"STATUS_EFF_DATE"	"DF__VENDOR__STATUS_E__47F31EE3"	"NULL"
"VENDOR"	"TERMS_DISC_TYPE"	"DF__VENDOR__TERMS_DI__41462154"	"NULL"
"VENDOR"	"TERMS_NET_TYPE"	"DF__VENDOR__TERMS_NE__4051FD1B"	"NULL"
"VENDOR"	"vat_always_disc"	"DF__VENDOR__vat_alwa__460AD671"	"NULL"
"VENDOR"	"vat_discounted"	"DF__VENDOR__vat_disc__4516B238"	"NULL"
"VENDOR"	"vat_override_seq"	"DF__VENDOR__vat_over__46FEFAAA"	"NULL"
