"TableName"	"ColumnName"	"ConstraintName"	"Definition"
"PURC_ORDER_LINE"	"ALLOCATED_QTY"	"DF__PURC_ORDE__ALLOC__421A49FC"	"NULL"
"PURC_ORDER_LINE"	"EMAIL_NOTIFICATION"	"DF__PURC_ORDE__EMAIL__2549CC7B"	"NULL"
"PURC_ORDER_LINE"	"EST_FREIGHT"	"DF__PURC_ORDE__EST_F__398503FB"	"NULL"
"PURC_ORDER_LINE"	"FULFILLED_QTY"	"DF__PURC_ORDE__FULFI__430E6E35"	"NULL"
"PURC_ORDER_LINE"	"LINE_STATUS"	"DF__PURC_ORDE__LINE___3A792834"	"NULL"
"PURC_ORDER_LINE"	"POSTING_CANDIDATE"	"DF__PURC_ORDE__POSTI__44F6B6A7"	"NULL"
"PURC_ORDER_LINE"	"STATUS_EFF_DATE"	"DF__PURC_ORDE__STATU__4402926E"	"NULL"
"PURC_ORDER_LINE"	"TOTAL_ACT_FREIGHT"	"DF__PURC_ORDE__TOTAL__3B6D4C6D"	"NULL"
"PURC_ORDER_LINE"	"TOTAL_AMT_ORDERED"	"DF__PURC_ORDE__TOTAL__3F3DDD51"	"NULL"
"PURC_ORDER_LINE"	"TOTAL_AMT_RECVD"	"DF__PURC_ORDE__TOTAL__3E49B918"	"NULL"
"PURC_ORDER_LINE"	"TOTAL_DISPATCH_QTY"	"DF__PURC_ORDE__TOTAL__4032018A"	"NULL"
"PURC_ORDER_LINE"	"TOTAL_RECEIVED_QTY"	"DF__PURC_ORDE__TOTAL__3D5594DF"	"NULL"
"PURC_ORDER_LINE"	"TOTAL_USR_DISP_QTY"	"DF__PURC_ORDE__TOTAL__412625C3"	"NULL"
"PURC_ORDER_LINE"	"TOTAL_USR_RECD_QTY"	"DF__PURC_ORDE__TOTAL__3C6170A6"	"NULL"
"PURC_ORDER_LINE"	"TRADE_DISC_PERCENT"	"DF__PURC_ORDE__TRADE__3890DFC2"	"NULL"
