"TableName"	"ColumnName"	"ConstraintName"	"Definition"
"PURC_REQ_CURR"	"AMOUNT"	"DF__PURC_REQ___AMOUN__47D32352"	"NULL"
"PURC_REQ_CURR"	"BUY_RATE"	"DF__PURC_REQ___BUY_R__49BB6BC4"	"NULL"
"PURC_REQ_CURR"	"SELL_RATE"	"DF__PURC_REQ___SELL___48C7478B"	"NULL"
