"TableName"	"ColumnName"	"ConstraintName"	"Definition"
"PART"	"ADD_FORECAST"	"DF__PART__ADD_FORECA__415B2FED"	"NULL"
"PART"	"CONTROLLED_BY_ICS"	"DF__PART__CONTROLLED__49F075EE"	"NULL"
"PART"	"CREATE_DATE"	"DF__PART__CREATE_DAT__196E057B"	"NULL"
"PART"	"DEMAND_HISTORY"	"DF__PART__DEMAND_HIS__38C5E9EC"	"NULL"
"PART"	"DETAIL_ONLY"	"DF__PART__DETAIL_ONL__37D1C5B3"	"NULL"
"PART"	"FABRICATED"	"DF__PART__FABRICATED__34F55908"	"NULL"
"PART"	"HEIGHT_REQD"	"DF__PART__HEIGHT_REQ__452BC0D1"	"NULL"
"PART"	"INSPECTION_REQD"	"DF__PART__INSPECTION__3AAE325E"	"NULL"
"PART"	"intrastat_exempt"	"DF__PART__intrastat___47140943"	"NULL"
"PART"	"INVENTORY_LOCKED"	"DF__PART__INVENTORY___3BA25697"	"NULL"
"PART"	"IS_KIT"	"DF__PART__IS_KIT__48082D7C"	"NULL"
"PART"	"LENGTH_REQD"	"DF__PART__LENGTH_REQ__4343785F"	"NULL"
"PART"	"ORDER_POLICY"	"DF__PART__ORDER_POLI__340134CF"	"NULL"
"PART"	"PIECE_TRACKED"	"DF__PART__PIECE_TRAC__424F5426"	"NULL"
"PART"	"PLANNING_LEADTIME"	"DF__PART__PLANNING_L__330D1096"	"NULL"
"PART"	"PURCHASED"	"DF__PART__PURCHASED__35E97D41"	"NULL"
"PART"	"QTY_AVAILABLE_ISS"	"DF__PART__QTY_AVAILA__3D8A9F09"	"NULL"
"PART"	"QTY_AVAILABLE_MRP"	"DF__PART__QTY_AVAILA__3E7EC342"	"NULL"
"PART"	"QTY_COMMITTED"	"DF__PART__QTY_COMMIT__461FE50A"	"NULL"
"PART"	"QTY_IN_DEMAND"	"DF__PART__QTY_IN_DEM__40670BB4"	"NULL"
"PART"	"QTY_ON_HAND"	"DF__PART__QTY_ON_HAN__3C967AD0"	"NULL"
"PART"	"QTY_ON_ORDER"	"DF__PART__QTY_ON_ORD__3F72E77B"	"NULL"
"PART"	"STATUS_EFF_DATE"	"DF__PART__STATUS_EFF__48FC51B5"	"NULL"
"PART"	"STOCKED"	"DF__PART__STOCKED__36DDA17A"	"NULL"
"PART"	"TOOL_OR_FIXTURE"	"DF__PART__TOOL_OR_FI__39BA0E25"	"NULL"
"PART"	"WIDTH_REQD"	"DF__PART__WIDTH_REQD__44379C98"	"NULL"
