"TableName"	"ColumnName"	"ConstraintName"	"Definition"
"RECEIVER"	"CREATE_DATE"	"DF__RECEIVER__CREATE__104DE43E"	"NULL"
"RECEIVER"	"MARKED_FOR_PURGE"	"DF__RECEIVER__MARKED__11420877"	"NULL"
