"TableName"	"ColumnName"	"ConstraintName"	"Definition"
"V_SRVCORD_EXP"	"ACT_AMOUNT"	"DF__V_SRVCORD__ACT_A__165BC34F"	"NULL"
"V_SRVCORD_EXP"	"BILL"	"DF__V_SRVCORD___BILL__10A2E9F9"	"NULL"
"V_SRVCORD_EXP"	"BUY_RATE"	"DF__V_SRVCORD__BUY_R__18440BC1"	"NULL"
"V_SRVCORD_EXP"	"DISCOUNT_PERCENT"	"DF__V_SRVCORD__DISCO__1B20786C"	"NULL"
"V_SRVCORD_EXP"	"EST_QTY"	"DF__V_SRVCORD__EST_Q__137F56A4"	"NULL"
"V_SRVCORD_EXP"	"EXCH_RATE_FIXED"	"DF__V_SRVCORD__EXCH___1A2C5433"	"NULL"
"V_SRVCORD_EXP"	"FIXED_MKUP"	"DF__V_SRVCORD__FIXED__11970E32"	"NULL"
"V_SRVCORD_EXP"	"MKUP_PERCENT"	"DF__V_SRVCORD__MKUP___128B326B"	"NULL"
"V_SRVCORD_EXP"	"PAY"	"DF__V_SRVCORD_E__PAY__14737ADD"	"NULL"
"V_SRVCORD_EXP"	"POSTING_CANDIDATE"	"DF__V_SRVCORD__POSTI__174FE788"	"NULL"
"V_SRVCORD_EXP"	"SELL_RATE"	"DF__V_SRVCORD__SELL___19382FFA"	"NULL"
"V_SRVCORD_EXP"	"UNIT_COST"	"DF__V_SRVCORD__UNIT___15679F16"	"NULL"
