"TABLE_SCHEMA"	"TABLE_NAME"	"COLUMN_NAME"	"DATA_TYPE"	"IS_NULLABLE"
"dbo"	"CUST_PRICE_GROUP"	"CODE"	"nvarchar"	"NO"
"dbo"	"CUST_PRICE_GROUP"	"ROWID"	"int"	"NO"
