"TABLE_SCHEMA"	"TABLE_NAME"	"COLUMN_NAME"	"DATA_TYPE"	"IS_NULLABLE"
"dbo"	"E_ESTIM_DET"	"ROWID"	"int"	"NO"
"dbo"	"E_ESTIM_DET"	"EIS_DATE"	"datetime"	"YES"
"dbo"	"E_ESTIM_DET"	"ID"	"nvarchar"	"YES"
"dbo"	"E_ESTIM_DET"	"QUOTE_DATE"	"datetime"	"YES"
"dbo"	"E_ESTIM_DET"	"CUSTOMER_ID"	"nvarchar"	"YES"
"dbo"	"E_ESTIM_DET"	"SALESREP_ID"	"nvarchar"	"YES"
"dbo"	"E_ESTIM_DET"	"USER_ID"	"nvarchar"	"YES"
"dbo"	"E_ESTIM_DET"	"TERRITORY"	"nvarchar"	"YES"
"dbo"	"E_ESTIM_DET"	"NAME"	"nvarchar"	"YES"
"dbo"	"E_ESTIM_DET"	"LINE_NO"	"smallint"	"YES"
"dbo"	"E_ESTIM_DET"	"PART_ID"	"nvarchar"	"YES"
"dbo"	"E_ESTIM_DET"	"DESCRIPTION"	"nvarchar"	"YES"
"dbo"	"E_ESTIM_DET"	"QTY"	"decimal"	"YES"
"dbo"	"E_ESTIM_DET"	"IN_PROFORMA"	"nchar"	"YES"
"dbo"	"E_ESTIM_DET"	"SELLING_UM"	"nvarchar"	"YES"
"dbo"	"E_ESTIM_DET"	"UNIT_PRICE"	"decimal"	"YES"
"dbo"	"E_ESTIM_DET"	"TRADE_DISC_PERCENT"	"decimal"	"YES"
"dbo"	"E_ESTIM_DET"	"TOTAL_VALUE"	"decimal"	"YES"
"dbo"	"E_ESTIM_DET"	"PRODUCT_CODE"	"nvarchar"	"YES"
"dbo"	"E_ESTIM_DET"	"COMMODITY_CODE"	"nvarchar"	"YES"
"dbo"	"E_ESTIM_DET"	"SELL_RATE"	"decimal"	"YES"
"dbo"	"E_ESTIM_DET"	"CURRENCY_ID"	"nvarchar"	"YES"
