"TABLE_SCHEMA"	"TABLE_NAME"	"COLUMN_NAME"	"DATA_TYPE"	"IS_NULLABLE"
"dbo"	"PART_MFG_BINARY"	"ROWID"	"int"	"NO"
"dbo"	"PART_MFG_BINARY"	"PART_ID"	"nvarchar"	"NO"
"dbo"	"PART_MFG_BINARY"	"TYPE"	"nchar"	"NO"
"dbo"	"PART_MFG_BINARY"	"BITS"	"image"	"YES"
"dbo"	"PART_MFG_BINARY"	"BITS_LENGTH"	"int"	"NO"
