"TableName"	"TriggerName"	"TriggerType"	"IsInsteadOfTrigger"	"IsDisabled"	"TriggerEvent"
"SERVICE_DISPATCHED"	"DELETE_SERVICE_DISPATCHED"	"SQL_TRIGGER"	"NO"	"NO"	"DELETE"
"SERVICE_DISPATCHED"	"INSERT_SERVICE_DISPATCHED"	"SQL_TRIGGER"	"NO"	"NO"	"INSERT"
"SERVICE_DISPATCHED"	"UPDATE_SERVICE_DISPATCHED"	"SQL_TRIGGER"	"NO"	"NO"	"UPDATE"
