"TableName"	"TriggerName"	"TriggerType"	"IsInsteadOfTrigger"	"IsDisabled"	"TriggerEvent"
"RECEIVABLE_LINE"	"DELETE_RECEIVABLE_LINE"	"SQL_TRIGGER"	"NO"	"NO"	"DELETE"
"RECEIVABLE_LINE"	"INSERT_RECEIVABLE_LINE"	"SQL_TRIGGER"	"NO"	"NO"	"INSERT"
"RECEIVABLE_LINE"	"UPDATE_RECEIVABLE_LINE"	"SQL_TRIGGER"	"NO"	"NO"	"UPDATE"
