"TableName"	"TriggerName"	"TriggerType"	"IsInsteadOfTrigger"	"IsDisabled"	"TriggerEvent"
"PAYABLE_LINE"	"INSERT_PAYABLE_LINE"	"SQL_TRIGGER"	"NO"	"NO"	"INSERT"
"PAYABLE_LINE"	"UPDATE_PAYABLE_LINE"	"SQL_TRIGGER"	"NO"	"NO"	"UPDATE"
