"TableName"	"TriggerName"	"TriggerType"	"IsInsteadOfTrigger"	"IsDisabled"	"TriggerEvent"
"PURCHASE_DIST"	"DELETE_PURCHASE_DIST"	"SQL_TRIGGER"	"NO"	"NO"	"DELETE"
"PURCHASE_DIST"	"INSERT_PURCHASE_DIST"	"SQL_TRIGGER"	"NO"	"NO"	"INSERT"
"PURCHASE_DIST"	"UPDATE_PURCHASE_DIST"	"SQL_TRIGGER"	"NO"	"NO"	"UPDATE"
