"TableName"	"TriggerName"	"TriggerType"	"IsInsteadOfTrigger"	"IsDisabled"	"TriggerEvent"
"CUSTOMER_SITE"	"V_AI_CUST_SITE"	"SQL_TRIGGER"	"NO"	"NO"	"INSERT"
"CUSTOMER_SITE"	"V_AU_CUST_SITE"	"SQL_TRIGGER"	"NO"	"NO"	"UPDATE"
