"TableName"	"TriggerName"	"TriggerType"	"IsInsteadOfTrigger"	"IsDisabled"	"TriggerEvent"
"LABOR_TICKET"	"DELETE_LABOR_TICKET"	"SQL_TRIGGER"	"NO"	"NO"	"DELETE"
"LABOR_TICKET"	"INSERT_LABOR_TICKET"	"SQL_TRIGGER"	"NO"	"NO"	"INSERT"
"LABOR_TICKET"	"UPDATE_LABOR_TICKET"	"SQL_TRIGGER"	"NO"	"NO"	"UPDATE"
