"TableName"	"ConstraintName"	"ColumnName"	"KeyOrdinal"
"CALENDAR_CHANGE"	"X_CALENDAR_CHG_0"	"SITE_ID"	"1"
"CALENDAR_CHANGE"	"X_CALENDAR_CHG_0"	"SCHEDULE_ID"	"2"
"CALENDAR_CHANGE"	"X_CALENDAR_CHG_0"	"RESOURCE_ID"	"3"
"CALENDAR_CHANGE"	"X_CALENDAR_CHG_0"	"START_DATE"	"4"
