"TableName"	"ConstraintName"	"ColumnName"	"KeyOrdinal"
"CUSTOMER_FORECAST"	"X_CUST_FORECAST_0"	"CUSTOMER_ID"	"1"
"CUSTOMER_FORECAST"	"X_CUST_FORECAST_0"	"FORECAST_ID"	"2"
"CUSTOMER_FORECAST"	"X_CUST_FORECAST_0"	"PART_ID"	"3"
"CUSTOMER_FORECAST"	"X_CUST_FORECAST_0"	"REQUIRED_DATE"	"4"
"CUSTOMER_FORECAST"	"X_CUST_FORECAST_0"	"WAREHOUSE_ID"	"5"
"CUSTOMER_FORECAST"	"X_CUST_FORECAST_0"	"SITE_ID"	"6"
