"TableName"	"ConstraintName"	"ColumnName"	"KeyOrdinal"
"SALES_TAX_GRP_PART"	"X_SALES_TAX_GRP_PART_0"	"PART_ID"	"1"
"SALES_TAX_GRP_PART"	"X_SALES_TAX_GRP_PART_0"	"CUSTOMER_ID"	"2"
"SALES_TAX_GRP_PART"	"X_SALES_TAX_GRP_PART_0"	"ADDR_NO"	"3"
