"TableName"	"ConstraintName"	"ColumnName"	"KeyOrdinal"
"VENDOR_SERV_QUOTE"	"X_VENDSERV_QUOTE_0"	"VENDOR_ID"	"1"
"VENDOR_SERV_QUOTE"	"X_VENDSERV_QUOTE_0"	"VENDOR_SERVICE_ID"	"2"
"VENDOR_SERV_QUOTE"	"X_VENDSERV_QUOTE_0"	"CONTRACT_ID"	"3"
"VENDOR_SERV_QUOTE"	"X_VENDSERV_QUOTE_0"	"CONTRACT_LINE_NO"	"4"
"VENDOR_SERV_QUOTE"	"X_VENDSERV_QUOTE_0"	"SITE_ID"	"5"
