"TableName"	"ConstraintName"	"ColumnName"	"KeyOrdinal"
"DEMAND_FORECAST"	"X_DEMAND_FORECAST_0"	"PART_ID"	"1"
"DEMAND_FORECAST"	"X_DEMAND_FORECAST_0"	"REQUIRED_DATE"	"2"
"DEMAND_FORECAST"	"X_DEMAND_FORECAST_0"	"WAREHOUSE_ID"	"3"
"DEMAND_FORECAST"	"X_DEMAND_FORECAST_1"	"SITE_ID"	"1"
"DEMAND_FORECAST"	"X_DEMAND_FORECAST_1"	"PART_ID"	"2"
"DEMAND_FORECAST"	"X_DEMAND_FORECAST_1"	"REQUIRED_DATE"	"3"
"DEMAND_FORECAST"	"X_DEMAND_FORECAST_1"	"WAREHOUSE_ID"	"4"
