"TableName"	"IndexName"	"IndexType"	"IsUnique"	"IsPrimaryKey"	"ColumnName"	"KeyOrdinal"	"IsIncludedColumn"
"COST_GROUP"	"PK_COST_GROUP"	"CLUSTERED"	"YES"	"YES"	"ID"	"1"	"NO"
