"TableName"	"IndexName"	"IndexType"	"IsUnique"	"IsPrimaryKey"	"ColumnName"	"KeyOrdinal"	"IsIncludedColumn"
"SHIPPER_LINE"	"PK_SHIPPER_LINE"	"CLUSTERED"	"YES"	"YES"	"PACKLIST_ID"	"1"	"NO"
"SHIPPER_LINE"	"PK_SHIPPER_LINE"	"CLUSTERED"	"YES"	"YES"	"LINE_NO"	"2"	"NO"
"SHIPPER_LINE"	"X_SHIPR_LINE_1"	"NONCLUSTERED"	"NO"	"NO"	"CUST_ORDER_ID"	"1"	"NO"
"SHIPPER_LINE"	"X_SHIPR_LINE_1"	"NONCLUSTERED"	"NO"	"NO"	"CUST_ORDER_LINE_NO"	"2"	"NO"
