"TableName"	"IndexName"	"IndexType"	"IsUnique"	"IsPrimaryKey"	"ColumnName"	"KeyOrdinal"	"IsIncludedColumn"
"WORK_ORDER_SCHED"	"PK_WORK_ORDER_SCHED"	"CLUSTERED"	"YES"	"YES"	"SCHEDULE_ID"	"1"	"NO"
"WORK_ORDER_SCHED"	"PK_WORK_ORDER_SCHED"	"CLUSTERED"	"YES"	"YES"	"WORKORDER_TYPE"	"2"	"NO"
"WORK_ORDER_SCHED"	"PK_WORK_ORDER_SCHED"	"CLUSTERED"	"YES"	"YES"	"WORKORDER_BASE_ID"	"3"	"NO"
"WORK_ORDER_SCHED"	"PK_WORK_ORDER_SCHED"	"CLUSTERED"	"YES"	"YES"	"WORKORDER_LOT_ID"	"4"	"NO"
"WORK_ORDER_SCHED"	"PK_WORK_ORDER_SCHED"	"CLUSTERED"	"YES"	"YES"	"WORKORDER_SPLIT_ID"	"5"	"NO"
"WORK_ORDER_SCHED"	"PK_WORK_ORDER_SCHED"	"CLUSTERED"	"YES"	"YES"	"WORKORDER_SUB_ID"	"6"	"NO"
"WORK_ORDER_SCHED"	"X_WRK_ORD_SCHD_1"	"NONCLUSTERED"	"NO"	"NO"	"PART_ID"	"1"	"NO"
"WORK_ORDER_SCHED"	"X_WRK_ORD_SCHD_2"	"NONCLUSTERED"	"NO"	"NO"	"WORKORDER_TYPE"	"1"	"NO"
"WORK_ORDER_SCHED"	"X_WRK_ORD_SCHD_2"	"NONCLUSTERED"	"NO"	"NO"	"WORKORDER_BASE_ID"	"2"	"NO"
"WORK_ORDER_SCHED"	"X_WRK_ORD_SCHD_2"	"NONCLUSTERED"	"NO"	"NO"	"WORKORDER_LOT_ID"	"3"	"NO"
"WORK_ORDER_SCHED"	"X_WRK_ORD_SCHD_2"	"NONCLUSTERED"	"NO"	"NO"	"WORKORDER_SPLIT_ID"	"4"	"NO"
"WORK_ORDER_SCHED"	"X_WRK_ORD_SCHD_2"	"NONCLUSTERED"	"NO"	"NO"	"WORKORDER_SUB_ID"	"5"	"NO"
