"TableName"	"IndexName"	"IndexType"	"IsUnique"	"IsPrimaryKey"	"ColumnName"	"KeyOrdinal"	"IsIncludedColumn"
"VEND_GROUP_RELATION"	"PK_VEND_GROUP_RELATION"	"CLUSTERED"	"YES"	"YES"	"GROUP_ID"	"1"	"NO"
"VEND_GROUP_RELATION"	"PK_VEND_GROUP_RELATION"	"CLUSTERED"	"YES"	"YES"	"VENDOR_ID"	"2"	"NO"
