"TableName"	"IndexName"	"IndexType"	"IsUnique"	"IsPrimaryKey"	"ColumnName"	"KeyOrdinal"	"IsIncludedColumn"
"AMTS_PENDING_TRANS"	"PK_AMTS_PENDING_TRANS"	"CLUSTERED"	"YES"	"YES"	"PENDING_ID"	"1"	"NO"
"AMTS_PENDING_TRANS"	"X_AMTS_PENDING_TRANS_1"	"NONCLUSTERED"	"NO"	"NO"	"USER_ID"	"1"	"NO"
"AMTS_PENDING_TRANS"	"X_AMTS_PENDING_TRANS_1"	"NONCLUSTERED"	"NO"	"NO"	"TRANSACTION_DATE"	"2"	"NO"
"AMTS_PENDING_TRANS"	"X_AMTS_PENDING_TRANS_2"	"NONCLUSTERED"	"NO"	"NO"	"RESOURCE_ID"	"1"	"NO"
"AMTS_PENDING_TRANS"	"X_AMTS_PENDING_TRANS_3"	"NONCLUSTERED"	"NO"	"NO"	"WORKORDER_BASE_ID"	"1"	"NO"
"AMTS_PENDING_TRANS"	"X_AMTS_PENDING_TRANS_3"	"NONCLUSTERED"	"NO"	"NO"	"WORKORDER_LOT_ID"	"2"	"NO"
"AMTS_PENDING_TRANS"	"X_AMTS_PENDING_TRANS_3"	"NONCLUSTERED"	"NO"	"NO"	"WORKORDER_SPLIT_ID"	"3"	"NO"
"AMTS_PENDING_TRANS"	"X_AMTS_PENDING_TRANS_3"	"NONCLUSTERED"	"NO"	"NO"	"WORKORDER_SUB_ID"	"4"	"NO"
"AMTS_PENDING_TRANS"	"X_AMTS_PENDING_TRANS_3"	"NONCLUSTERED"	"NO"	"NO"	"OPERATION_SEQ_NO"	"5"	"NO"
"AMTS_PENDING_TRANS"	"X_AMTS_PENDING_TRANS_4"	"NONCLUSTERED"	"NO"	"NO"	"TRANSACTION_DATE"	"1"	"NO"
"AMTS_PENDING_TRANS"	"X_AMTS_PENDING_TRANS_5"	"NONCLUSTERED"	"NO"	"NO"	"PENDING_FLAG"	"1"	"NO"
"AMTS_PENDING_TRANS"	"X_AMTS_PENDING_TRANS_6"	"NONCLUSTERED"	"NO"	"NO"	"INDIRECT_ID"	"1"	"NO"
