"TableName"	"IndexName"	"IndexType"	"IsUnique"	"IsPrimaryKey"	"ColumnName"	"KeyOrdinal"	"IsIncludedColumn"
"UOM_CATEGORY"	"PK_UOM_CATEGORY"	"CLUSTERED"	"YES"	"YES"	"CODE"	"1"	"NO"
