"TableName"	"IndexName"	"IndexType"	"IsUnique"	"IsPrimaryKey"	"ColumnName"	"KeyOrdinal"	"IsIncludedColumn"
"CUSTOMER_BINARY"	"PK_CUSTOMER_BINARY"	"CLUSTERED"	"YES"	"YES"	"CUSTOMER_ID"	"1"	"NO"
"CUSTOMER_BINARY"	"PK_CUSTOMER_BINARY"	"CLUSTERED"	"YES"	"YES"	"TYPE"	"2"	"NO"
