"Table"	"PrimaryKeyColumn"
"TRACE_LABOR_TRANS"	"PART_ID"
"TRACE_LABOR_TRANS"	"TRACE_ID"
"TRACE_LABOR_TRANS"	"TRANSACTION_ID"
