"Table"	"PrimaryKeyColumn"
"MFG_WIN_EXCEPTION"	"NAME"
"MFG_WIN_EXCEPTION"	"OUTLINE_OBJ_TYPE"
"MFG_WIN_EXCEPTION"	"USER_ID"
