"Table"	"PrimaryKeyColumn"
"UNP_MNT_ENGINEER"	"resource_id"
"UNP_MNT_ENGINEER"	"key1_id"
"UNP_MNT_ENGINEER"	"key2_id"
"UNP_MNT_ENGINEER"	"key_type"
