"Table"	"PrimaryKeyColumn"
"ACCOUNT_BALANCE"	"ACCOUNT_ID"
"ACCOUNT_BALANCE"	"SITE_ID"
"ACCOUNT_BALANCE"	"ACCT_YEAR"
"ACCOUNT_BALANCE"	"ACCT_PERIOD"
"ACCOUNT_BALANCE"	"CURRENCY_ID"
