"Table"	"PrimaryKeyColumn"
"CASH_BOOK_SUMMARY"	"ACCT_PERIOD"
"CASH_BOOK_SUMMARY"	"SITE_ID"
"CASH_BOOK_SUMMARY"	"BANK_ACCOUNT_ID"
"CASH_BOOK_SUMMARY"	"ACCT_YEAR"
